dispatch_logic_name,break_point,large_airtanker,hand_crew,dozer,engines,air_boat,fire_boat,helicopter,helitack_crew,scooper_or_seat,smoke_jumper_aircraft,smoke_jumper,tractor_plow,water_tender
NW_WA_005Juniper Wilderness,2,,,,3,,,,,1,,,,1
NW_WA_005Basin 2,2,,,,3,,,,,,,,,1
NR_MT_009ST LAA RAA,2,0,0,,5,,,1,1,0,0,0,,0
NR_MT_009GNP MCD,2,,1,,1,,,,,,0,0,,
NR_MT_009FNF DEV,2,,,0,1,,,1,1,,0,0,,
NR_MT_009KNF RAA,2,0,2,1,4,,,1,1,0,1,1,,1
NR_MT_009KNF LAA,2,0,1,,3,,,1,1,0,1,1,,0
NR_MT_009ST DEV,2,0,0,0,5,,,1,1,0,0,0,,1
NR_MT_009FNF LAA,2,,1,,1,,,1,1,,0,0,,
NR_MT_009FNF RAA,2,,1,,1,,,1,1,,0,0,,
NR_MT_009KNF DEV,2,0,2,1,4,,,1,1,1,0,0,,1
NR_MT_009GNP LAA,2,,1,,1,,,1,1,0,0,0,,
NR_MT_009GNP EAST,2,,1,,1,,,,,0,0,0,,
GB_ID_001FAIRFIELD RESPONSE,2,,5,,3,,,,,,,,,
GB_ID_001WILDERNESS RESPONSE,2,,,,2,,,5,1,,,,,
GB_ID_001SNRA RESPONSE,2,,,,3,,,,,,,,,
GB_ID_001STANDARD RESPONSE,2,,,1,6,,,10,1,1,,,,1
GB_NV_002Char_HT_IR,2,1,1,0,4,0,0,2,2,0,1,3,0,0
GB_NV_002Owy_FMU_IR,2,0,0,0,3,0,0,2,1,0,1,2,0,0
GB_NV_002Wild_FMU_IR,2,0,1,0,3,0,0,4,2,0,1,4,0,0
GB_NV_002Cort_FMU_IR,2,1,0,0,4,0,0,3,2,0,1,3,0,0
GB_NV_002Ruby_RLR_IR,2,1,1,0,4,0,0,3,1,0,1,2,0,1
GB_NV_002Gosh_FMU_IR,2,0,0,0,2,0,0,2,1,0,1,3,0,0
GB_NV_002Tusc_FMU_IR,2,1,1,0,4,0,0,3,2,0,1,3,0,0
GB_NV_002Del_FMU_IR,2,1,1,1,4,0,0,4,2,0,1,3,0,1
GB_NV_002Owy_DVT_IR,2,0,1,0,3,0,0,0,0,0,1,2,0,0
GB_NV_002Char_FMU_IR,2,1,1,0,4,0,0,2,2,0,1,4,0,0
GB_NV_002Ruby_FMU_IR,2,1,1,1,5,0,0,4,2,0,1,3,0,0
GB_NV_002Ruby_HT_IR,2,1,1,0,4,0,0,3,2,0,1,4,0,0
GB_NV_002Char_Pri_Mix_IR,2,1,1,1,4,0,0,2,2,0,1,3,0,0
GB_NV_005Park,2,,,0,3,,,1,1,1,1,3,,1
GB_NV_005North 5,2,,,,2,,,1,1,,1,2,,
GB_NV_005South 3,2,,,,3,,,1,1,1,1,3,,1
GB_NV_005South 5,2,,,,2,,,1,1,,1,2,,
GB_NV_005North 3,2,,,,3,,,1,1,1,1,3,,1
NR_ND_001Missouri Logic Table,2,0,0,0,3,0,0,0,0,0,0,0,0,1
NR_ND_001Badlands Logic Table,2,0,0,0,5,0,0,0,0,0,0,0,0,1
GB_UT_001Park Service SWT,2,0,1,,1,,,1,1,0,0,0,,1
GB_UT_001Richfield SWT,2,0,1,,4,,,1,1,1,1,1,,1
GB_UT_001Filmore SWT,2,1,0,,3,,,1,1,1,0,0,,1
GB_UT_001Teasdale SWT,2,1,1,,2,,,1,1,1,0,0,,1
GB_UT_003Camp William,2,,,,0,,,,,,,,,
GB_UT_003BLM Other,2,1,1,,2,,,1,1,2,,,,1
GB_UT_003WUI_FS,2,1,1,,1,,,1,1,,,,,
GB_UT_003Mountains,2,,1,,1,,,,1,,,,,
GB_UT_003Wilderness SJ,2,,2,,2,,,1,1,,1,4,,
GB_UT_003BLM_Bonne_Carring,2,1,1,,1,,,1,1,2,,,,
GB_UT_003Desert 5,2,1,1,,1,,,1,1,1,,,,1
GB_UT_003FS_West5 5,2,1,1,,2,,,1,1,2,1,4,,1
GB_UT_003WUI_FS 5,2,1,1,,1,,,1,1,,,,,1
GB_UT_003FS_West,2,1,1,,2,,,1,1,2,,,,1
GB_UT_003Wilderness,2,,2,,2,,,1,1,,,,,
GB_UT_003Desert,2,1,1,,1,,,1,1,1,,,,1
GB_UT_003DOD_LAND,2,1,,,1,,,1,1,2,,,,
NR_MT_011CSKT Wilderness,2,0,2,0,2,0,0,3,1,0,0,0,0,0
NR_MT_011CSKT Developed,2,0,1,0,3,0,0,2,1,1,0,0,0,0
NR_MT_011CSKT Limited Acc.,2,0,2,0,3,0,0,3,1,0,0,0,0,0
NR_MT_011CSKT WUI,2,0,1,0,4,0,0,2,1,1,0,0,0,0
CA_CA_008WUI_Lake_I_Threat,2,1,4,1,7,,,2,2,1,,,,2
CA_CA_008Wilderness_Timber,2,,1,,1,,,2,1,,,,,
CA_CA_008WUI_Timber,2,1,2,1,5,,,2,1,1,,,,1
CA_CA_008General_Kaweah,2,,1,1,3,,,1,1,0,,,,1
CA_CA_008Wilderness_Grass/Shr,2,,2,,3,,,3,2,,,,,
CA_CA_008WUI_Grass/Shrub,2,1,4,1,6,,,2,2,1,,,,2
CA_CA_008General _Timber,2,,1,1,3,,,1,1,1,,,,1
CA_CA_008General_Grass/Shrub,2,,2,1,4,,,2,2,1,,,,2
EA_IA_001CL-PC Changes,2,,,,1,,,,,,,,,1
EA_IN_001Southeastern,2,,,,2,,,,,,,,,
EA_IN_001Northern Indiana,2,,,,1,,,,,,,,,
EA_IN_001Southwestern Indiana,2,,0,,2,,,,0,,,,,
EA_MI_001WUI response,2,,,,2,,,,,,,,,
EA_MI_001General response,2,,,,2,,,,,,,,,
EA_MI_001wilderness response,2,,,,2,0,,,,,,,,
EA_MI_002Huron,2,,,2,4,,,1,1,,,,,1
EA_MI_002Manistee,2,,,2,4,,,1,1,,,,,
EA_MN_001SUP-_Non_Blowdown,2,,1,,0,,1,1,1,,,,,
EA_MN_001SUP-East -Blowdown,2,,1,,0,,1,1,1,,,,,
EA_MN_001SUP_West-Blowdown,2,,,,1,,1,2,2,,,,,
EA_MN_001Crane Medows,2,,,,3,,,,,,,,,
EA_MN_001SUP_West-Ely,2,,,,2,,1,0,0,,1,1,,
EA_MN_001SUP_West-Laurention,2,,,,2,,1,0,0,,,,,1
EA_MN_001Fond Du Lac,2,,,,1,,,,,,,,,
EA_MN_001SUP-East,2,,1,,2,,1,1,1,,,,,1
EA_MN_001Chippewa,2,,,,2,,,,,,,,,2
EA_MN_001Sherburne,2,,,,3,,,,1,,,,,1
EA_MN_001BIA Woodland,2,,,,1,,,,,,,,,
EA_MN_001Voygers,2,,1,,0,,1,1,1,,,,,
EA_MN_001Rice Lake,2,,,,3,,,,,,,,,
EA_MN_002FWS-SE,2,,,0,1,,,,0,,,,,
EA_MN_002FWS_Morris,2,,,0,2,,,,0,,,,,
EA_MN_002Red Lake,2,,,1,4,,,,1,,,,,2
EA_MN_002White Earth,2,,,0,4,,,,0,,,,,2
EA_MN_002FWS_Litchfield,2,,,0,3,,,,0,,,,,2
EA_MN_002FWS_Fergus Fall,2,,,0,2,,,,0,,,,,
EA_MN_002FWS-MNBND,2,,,0,2,,,,0,,,,,
EA_MN_002Agassiz,2,,,1,3,,,,1,,,,,1
EA_MN_002FWS_Windom,2,,,0,2,,,,0,,,,,
EA_MN_002FWS-MNMVR,2,,,0,3,,,,0,,,,,
EA_NJ_001NY Logic 5 FDL,2,,,,3,,,,1,,,,,0
EA_NJ_001North NJ Logic 5 FDL,2,,0,,3,,,0,0,1,,,,1
EA_NJ_001South NJ Logic 5 FDL,2,,,,3,,,,0,0,,,0,1
RM_CO_007Deadman South,2,0,2,,3,,,,1,1,1,2,,1
RM_CO_007Clear Creek,2,0,2,,3,,,,1,1,1,2,,1
RM_CO_007Divide North,2,0,2,,3,,,,1,,1,2,,1
RM_CO_007Boulder Flats South,2,0,2,,3,,,,1,1,1,2,,1
RM_CO_007Big Thompson North,2,0,2,,3,,,,1,1,1,2,,1
RM_CO_007Deadman North,2,0,2,,3,,,,1,1,1,2,,1
RM_CO_007Sulphur North,2,0,2,,3,,,,1,,1,2,,1
RM_CO_007Grasslands,2,0,1,,3,,,,1,,,,,1
RM_CO_007Boulder Flats North,2,0,2,,3,,,,1,1,1,2,,1
RM_CO_007Sulphur South,2,0,2,,3,,,,1,1,1,2,,1
RM_CO_007Divide South,2,0,2,,3,,,,1,,1,2,,1
RM_CO_007Big Thompson South,2,0,2,,3,,,,1,1,1,2,,1
EA_OH_001WNF1,2,,1,,2,,,,,,,,,
EA_OH_001Basic,2,,,,2,,,,,,,,,
EA_PA_001Test,2,,,,2,,,,,,,,,
EA_PA_001Allegheny,2,,,,2,,,,,,,,,
EA_PA_001NPS,2,,,,2,,,,,,,,,0
EA_PA_001FWS Erie,2,,,,2,,,,,,,,,0
EA_WI_002NW FMU FWS,2,,,,1,,,,,,,,,0
EA_WI_002So_FMU_BIA_W,2,,,,1,,,,,,,,1,1
EA_WI_002So FMU FWS FWA,2,,,,1,,,,,,,,0,0
EA_WI_002NW_FMU_BIA_E_FWA,2,,,,1,,,,,,,,1,1
EA_WI_002NW_FMU_BIA_W_FWA,2,,,,1,,,,,,,,1,1
GB_ID_004Critical,2,0,0,0,4,0,0,3,1,1,0,0,0,1
GB_ID_004Urban Interface,2,1,0,0,4,0,0,3,1,1,0,0,0,1
GB_ID_004Conditional,2,0,0,0,2,0,0,3,1,0,0,0,0,1
RM_CO_002standard,2,1,1,1,3,,,1,1,1,,,,1
RM_CO_002Minimum Impact,2,1,1,,3,,,1,1,1,,,,1
RM_CO_003ENG 2nd at FDL2,2,,0,,2,,,1,1,,,,,
RM_CO_003HELI+ENG at FDL1,2,,0,,2,,,1,1,,,,,0
RM_CO_003MVP Area,2,,0,,2,,,1,1,,,,,1
RM_CO_003Dolores North,2,,0,,2,,,0,0,,,,,
RM_CO_003CRW 2nd at FDL2,2,,1,,1,,,1,1,,,,,
RM_CO_003HELI+ENG FDL1 COL,2,,1,,1,,,1,1,,,,,0
RM_CO_004General Forest,2,,2,,2,,,2,1,1,,,,1
RM_CO_004WUI,2,1,2,,4,,,2,1,1,,,,1
RM_CO_004WFU,2,,2,,2,,,2,1,,,,,1
RM_CO_005Standard,2,,1,,2,,,6,1,1,1,4,,1
RM_CO_005Douglas Pass,2,1,2,,3,,,6,1,2,1,8,,0
RM_CO_005Interface,2,,1,,3,,,3,1,1,0,0,,1
RM_CO_0052 eng low fil,2,,1,,2,,,3,1,1,1,2,,1
RM_CO_005Routt,2,,2,,3,,,3,1,2,1,4,,1
RM_CO_005DinoNPS,2,,2,,2,,,6,1,1,1,8,,0
RM_CO_005WSA,2,,2,,1,,,6,1,0,1,8,,0
RM_CO_006Standard,2,,,,1,,,1,1,1,1,1,,
RM_CO_006Test2,2,2,3,,14,,,2,2,1,1,1,,2
RM_CO_006WalkIns,2,1,1,,1,,,1,1,1,1,1,,1
RM_CO_006pj_sig_3_level,2,,,,1,,,1,1,1,1,2,,
RM_CO_008All BIA Ramp 2,2,0,1,0,4,,,2,1,1,,,,1
RM_KS_001BI FM L 5 FDL,2,,,,6,,,,,,,,,0
RM_NE_001Niobrara Suppress,2,,,,4,,,,,,,,,1
RM_NE_001Bessey Suppress,2,,,,4,,,,,,,,,1
RM_NE_001Crescent Suppress,2,,,,4,,,,,,,,,1
RM_NE_001Suppression,2,,,,4,,,,,1,,,,1
RM_NE_001NE State Suppress NW,2,,,,4,,,,,1,,,,
RM_NE_001McKelvie Suppress,2,,,,4,,,,,,,,,1
RM_NE_001ONG Suppression,2,,,,6,,,,,1,,,,1
RM_NE_001Soldier Cr Suppress,2,,2,,6,,,,,1,,,,1
RM_NE_001Valentine Suppress,2,,,,4,,,,,,,,,1
RM_NE_001Agate Suppress,2,,,,4,,,,,1,,,,1
RM_NE_001Scottsbluff Suppress,2,,2,,6,,,,,1,,,,1
RM_NE_001North Platte Suppres,2,,,,4,,,,,1,,,,1
RM_NE_001NE State Supp. Other,2,,,,4,,,,,1,,,,
RM_SD_001Suppression,2,,2,,3,,,1,1,,,0,,1
RM_SD_001Suppression_WIn,2,1,2,,3,,,1,1,1,,0,,1
RM_SD_00301-24-12,2,,,,7,,,,,,,,,1
EA_WI_001AIP_1,2,,,,,,2,,,,,,,
EA_WI_001MTE_1,2,,,2,6,,,,,,,,,1
EA_WI_001WDNR_1,2,,,2,8,,,,,,,,,2
EA_WI_001Cheni,2,,,,4,,,0,1,,,,,
EA_WI_001Cheni_2,2,,,,3,,,0,1,,,,,
EA_IL_001Test 1,2,,,,2,,,,,,,,1,3
EA_IL_001Southern FMU,2,,,0,2,,,,,,,,1,1
EA_IL_001Midewin,2,,1,,2,,,,,,,,0,1
NR_MT_008Northern Cheyenne BI,2,0,0,1,3,0,0,0,0,0,0,0,0,0
NR_MT_008Options Run,2,0,0,1,2,0,0,2,1,2,1,2,0,1
RM_CO_001Wilderness,2,,,,2,,,,,,,,,
RM_CO_001FLENGTH_Suppression,2,1,1,,4,,,2,1,2,,,,2
RM_CO_001ROS Suppression,2,1,1,,4,,,2,1,2,,,,2
RM_WY_003Timber/Grass mix,2,,1,,3,,,1,1,,1,1,,0
RM_WY_003Sage/Grass,2,,1,,3,,,1,1,,,,,0
RM_WY_003Timber,2,,2,,3,,,1,1,,1,1,,0
EA_MO_001Mark Twain,3,,3,1,2,,,2,1,,,,1,
EA_NH_001FPU16 General Logic,3,,2,0,4,,,,1,,,,,0
EA_WV_001MOF_all,3,,6,1,8,,,,1,,,,,
EA_WV_001MOF_limited Eq use,3,,6,1,6,,,,1,,,,,
EA_WV_001MOF_wilderness_CRV,3,,6,0,3,,,,1,,,,,
EA_WV_001NPS all,3,,6,,8,,,,1,,,,,
NW_WA_004TBR Dispatch,3,,1,,3,,,,1,1,0,,,1
NW_WA_004COF Roaded,3,1,3,,3,,,3,1,2,,,,
NW_WA_004COF WILD/Roadless,3,1,3,,3,,,3,1,2,1,3,,
CA_CA_002Limited Access,3,3,3,0,5,0,0,2,2,0,2,10,0,1
CA_CA_002LVNP Wilderness,3,1,1,0,3,0,0,1,1,0,1,2,0,0
CA_CA_002LVNP General Forest,3,1,1,1,5,0,0,1,1,0,0,0,0,1
CA_CA_002High Wilderness,3,2,4,0,4,0,0,2,2,0,2,10,0,0
CA_CA_002General Forest/Range,3,2,4,2,6,0,0,1,2,0,0,0,0,2
CA_CA_007High Elev NonWild,3,0,2,0,3,0,0,1,1,0,0,,,1
CA_CA_007Other,3,1,2,1,4,0,0,1,1,0,0,,,1
CA_CA_007Wilderness,3,0,2,0,0,0,0,1,1,0,0,,,0
CA_CA_007WUI,3,3,3,2,6,0,0,1,2,0,0,,,2
CA_CA_015CA FPU 15 WUI,3,2,4,3,25,0,0,2,2,4,0,0,0,3
CA_CA_011WUI,3,3,4,2,10,,,3,3,4,,,,4
CA_CA_011Other,3,3,3,2,8,,,3,3,4,0,0,,4
CA_CA_011Wilderness,3,2,3,0,8,,,3,3,2,0,0,,4
NW_OR_001Siuslaw North,3,1,,0,5,0,,0,1,,,,,1
NW_OR_001Siuslaw South,3,1,,0,5,0,,,1,,,,,1
NW_OR_001Forest Access 2,3,1,6,,3,,,,1,,0,0,,
NW_OR_001Wilderness 2,3,,6,,2,,,0,1,,2,8,,
NW_OR_001Northwest 2,3,0,,1,5,0,,0,0,,,,,1
NW_OR_001Southwest 2,3,0,,1,5,0,,0,0,,,,,1
NW_OR_004Wild Study Area,3,,1,0,3,,,,,,,,,1
NW_OR_004WS WUI,3,,,1,2,,,1,1,,,,,1
NW_OR_004WS Timber,3,,,,3,,,1,1,,,,,1
NW_OR_004General Forest,3,1,2,1,5,,,3,1,,1,2,,1
NW_OR_004WUI,3,1,2,1,3,,,,,,,,,1
NW_OR_004Juniper Sage,3,1,1,,2,,,,,,,,,1
NW_OR_004Wilderness,3,,2,,2,,,2,1,,1,2,,
NW_OR_004WS ConditionUse,3,,,,2,,,,1,,,,,
NW_OR_005H1-SP,3,2,4,2,5,,,3,2,1,,,,1
NW_OR_005P1/P2,3,2,5,2,5,,,4,2,1,1,4,,1
NW_OR_005NF-1/NF-1SP,3,1,4,2,5,,,4,1,1,,,,1
NW_OR_005WW-1,3,2,5,,1,,,5,2,1,1,5,,
NW_OR_005WildernessUMF,3,1,4,,2,,,3,2,1,1,4,,
NW_OR_005PDT-1,3,1,3,2,7,,,2,1,1,,,,2
NW_OR_005Mission WUI,3,1,2,1,8,,,0,1,1,,,,2
NW_OR_005WW2/2A,3,2,5,2,4,,,3,2,1,1,4,,1
NW_OR_006base2,3,1,1,1,4,,,4,1,1,,,,1
NW_OR_006brown,3,1,1,1,4,,,4,1,1,,,,1
NW_OR_006OE SMA,3,1,1,0,4,,,4,1,1,,,,1
NW_OR_006base,3,1,1,1,4,,,4,1,1,,,,1
NW_OR_006Ironside,3,1,1,1,4,,,4,1,2,,,,1
NW_OR_007Silver,3,1,1,1,2,,,2,1,1,,,,1
NW_OR_007Alvord North,3,,1,1,4,,,3,1,2,,,,1
NW_OR_007Diamond,3,,,1,3,,,3,1,2,,,,1
NW_OR_007Guano,3,,,1,4,,,2,1,1,,,,1
NW_OR_007Thousand/Virgin,3,,,1,2,,,2,1,2,,,,1
NW_OR_007Upper Malheur,3,,1,1,3,,,2,1,1,,,,1
NW_OR_007Home Creek,3,,2,,2,,,5,1,1,1,3,,
NW_OR_007Lakes,3,1,1,1,3,,,2,1,2,,,,1
NW_OR_007Silvies,3,,1,1,3,,,3,1,1,,,,1
NW_OR_007Snow Mountian North,3,1,1,1,3,,,3,1,1,1,3,,1
NW_OR_007Snow Mountain South,3,,1,1,3,,,4,1,2,,,,1
NW_OR_007Steens,3,,2,,2,,,4,1,2,1,3,,
NW_OR_008Desert,3,1,1,0,5,,,1,1,1,0,0,,1
NW_OR_008Timber Special,3,1,2,2,6,,,1,1,1,0,0,,1
NW_OR_008Timber,3,0,1,1,6,,,1,1,1,1,2,,1
NW_OR_008Timber West,3,1,1,1,6,,,1,1,1,0,0,,1
NW_OR_008State and Private,3,1,1,3,6,,,2,2,1,0,0,,1
CA_CA_005CA-CA-05,3,2,3,2,7,,,2,2,,2,2,,2
CA_CA_005Bay Area Parks,3,2,3,2,6,,,2,2,,0,0,,2
CA_CA_005Wilderness,3,3,3,0,6,,,2,2,,2,4,,2
CA_CA_003Wilderness,3,0,2,0,4,,,1,1,,,,,0
CA_CA_003General suppression,3,2,2,2,8,,,1,1,,,,,1
CA_CA_003High resource values,3,3,3,2,8,,,1,1,1,,,,2
CA_CA_003SW Wilderness,3,0,3,0,4,,,1,1,,1,8,,0
CA_CA_001KNFnotWild,3,3,4,2,8,,,2,3,,2,16,,4
CA_CA_001KNFWild,3,3,3,0,4,,,2,3,,2,16,,0
CA_CA_001Other sensitive,3,2,2,,2,,,2,2,,0,0,,1
CA_CA_001Wilderness,3,2,2,,0,,,14,2,,1,2,,0
CA_CA_001SRFWild,3,3,2,,2,,,2,2,,2,16,,
CA_CA_001WUI,3,3,4,2,6,,,14,2,,0,0,,2
CA_CA_001SRFWUI_HIA_YIA,3,3,3,2,6,,,2,2,,1,4,,2
CA_CA_001SRFGen,3,3,2,1,4,,,2,1,,,,,2
CA_CA_001RWPALL,3,0,2,0,3,,,1,1,,,,,0
NW_OR_009Block Card B-14,3,,2,,4,,,2,1,,,,,
NW_OR_009Block Card B-5,3,1,3,1,4,,,2,1,,,,,0
NW_OR_009Block Card W-1,3,1,2,1,2,,,4,2,1,,,,0
NW_OR_009Block Card W-2,3,1,1,1,3,,,2,1,1,,,,0
NW_OR_009Block Card B-3,3,1,3,1,4,,,2,1,,,,,0
NW_OR_009State,3,1,2,1,4,,,2,1,1,,,,0
NW_OR_009Block Card L-7,3,,2,,4,,,4,2,,,,,
NW_OR_009Block Card L-6,3,1,2,1,4,,,0,1,,,,,0
NW_OR_009Block Card B-16,3,1,4,,2,,,4,2,1,1,4,,
NW_OR_009FMU - Eagle Cap,3,1,3,,0,,,4,2,,1,4,,
NW_OR_009Block Card B-10,3,1,4,1,5,,,1,2,,,,,0
NW_OR_009Block Card W-17,3,1,1,1,2,,,4,2,1,0,0,0,1
NW_OR_009Block Card B-7,3,1,2,1,5,,,2,1,,1,2,,1
NW_OR_009Block Card W-7,3,1,2,,3,,,4,2,,1,4,,
NW_OR_009Block Card W-9,3,1,1,,2,,,4,2,2,1,4,,
NW_OR_009Block Card W-10,3,1,4,0,0,,,2,4,,,,,0
NW_OR_009Block Card W-18,3,1,2,,1,,,4,2,1,1,4,,
NW_OR_009Block Card B-11,3,,2,,2,,,2,1,,,,,
NW_OR_009Block Card L-5,3,1,2,2,5,,,0,1,2,,,,1
NW_OR_010Wilderness,3,1,2,,2,,,8,1,1,1,2,,
NW_OR_010General Forest,3,,2,,2,,,1,1,1,,,,1
NW_OR_011WUI type,3,1,3,3,8,,,,1,,,,,3
NW_OR_011general forest type,3,1,2,2,5,,,,1,,,,,2
NW_WA_001San Juan NW001,3,,1,,3,,,,,,,,,1
NW_WA_001Lewis NW001,3,,,,3,,,,,,,,,1
NW_WA_001Olympic Crew NW001,3,,1,,3,,,0,1,,1,1,,0
NW_WA_001Standard NW001,3,,1,,3,,,,1,0,1,1,,0
NW_WA_002NZ SZ Protection,3,0,2,,3,,,,1,,,,,
NW_WA_002NZ GF Revision 1,3,,2,,3,,,1,1,,1,3,,
NW_WA_002SZ Wild Rev 1,3,,2,,1,,,3,1,,1,3,,
NW_WA_002NZ SZ Protect Rev 1,3,0,2,,3,,,,1,,,,,
NW_WA_002NZ Wild Rev 1,3,,2,,1,,,3,1,,1,3,,
NW_WA_002SZ GF Revision 1,3,,2,,3,,,3,1,,1,1,,
NW_WA_003Non-Wilderness,3,2,6,1,4,,,3,3,2,,,,1
NW_WA_003ROLA Wilderness,3,2,0,,,,,6,2,,1,2,,
NW_WA_003WEN-Wilderness,3,2,4,,,,,6,2,0,1,2,,
NW_WA_003OKA-Wilderness,3,2,4,,,,,3,1,,1,2,,
NW_WA_003Ste-Suppression,3,2,6,1,2,,,3,3,2,,,,1
NW_WA_003RED Zone,3,2,0,,,,,6,3,,1,2,,
NW_WA_007MHF_Wilderness S,3,1,6,,2,,,4,2,,1,8,,
NW_WA_007MHF_Wilderness,3,1,6,,2,,,4,2,,1,8,,
NW_WA_007MHF_Unit 4,3,1,3,1,3,,,1,1,,1,4,,1
NW_WA_007GP_CV_North,3,1,3,1,3,,,1,1,,1,4,,1
NW_WA_007MHF_Unit 1,3,1,3,1,4,,,1,1,,1,4,,1
NW_WA_007MHF_Unit 2,3,1,3,1,3,,,1,1,,1,4,,1
NW_WA_007MHF_Unit 3,3,1,3,1,4,,,1,1,,1,4,,1
NW_WA_007Gorge East,3,1,8,2,8,,,2,2,,,,,3
NW_WA_007MHF_Wilderness E,3,1,6,,2,,,4,2,,1,8,,
NW_WA_007GP_MTA_East,3,1,3,1,4,,,1,1,,1,4,,1
NW_WA_007YAA-SP,3,3,2,3,4,,,,,,1,4,,1
NW_WA_007YAA-MC,3,3,2,3,4,,,,,,,0,,1
NW_WA_007YAA-HB,3,1,1,1,2,,,,,,,,,1
NW_WA_007GP_MSH_West,3,1,3,1,3,,,1,1,,1,4,,1
NW_WA_007GP_Wilderness,3,1,6,1,2,,,1,1,,1,8,,0
SA_AL_001BH_Primary,3,,2,2,2,,,,,,,,,
SA_AL_001LIRI Canyon,3,0,3,0,1,,,,,,,,,
SA_AL_001Talladega_FWA,3,,1,2,1,,,,,,,,,
SA_AL_001Dugger_Wild,3,,1,0,1,,,,,,,,,
SA_AL_001HOBE,3,,1,0,1,,,,,,,,,
SA_AL_001FWS,3,,1,2,1,,,,,,,,,
SA_AL_001RUCA,3,0,1,0,2,,,,,,,,,
SA_AL_001Sipsey FWA,3,,1,0,1,,,,,,,,,
SA_AL_001CON_Primary,3,,1,2,2,,,,,,,,,
SA_AL_001Cheaha_Wild,3,,1,0,1,,,,,,,,,
SA_AL_001SC_FWA,3,,1,1,2,,,,,,,,,
SA_AL_001LIRI Upland,3,0,2,0,2,,,,,,,,,
SA_AL_001Tuskegee_FWA,3,,1,2,1,,,,,,,,,
SA_AL_001Oakmulgee_FWA,3,,1,1,1,,,,,,,,,
SW_AZ_001SCA EE,3,2,2,2,6,,,4,2,2,,,,2
SW_AZ_001SCA Sonora,3,2,2,2,5,,,4,2,2,,,,1
"SW_AZ_001NPS_SAP > 4,500'",3,1,2,,,,,3,2,2,,,,
SW_AZ_001Low Potential,3,1,1,,2,,,,,1,,,,1
SW_AZ_001Moderate Potential,3,1,3,1,4,,,2,2,1,,,,3
SW_AZ_001High Potential,3,2,3,2,6,,,2,2,1,,,,4
SW_AZ_001SCA WUI,3,2,2,,6,,,4,2,2,,,,2
RM_SD_002Mark Browning,3,,1,,6,,,,,1,,,,1
RM_WY_002Esterbrook,3,,1,1,4,,,1,1,,,,,
RM_WY_002High Desert District,3,1,1,0,4,,,1,1,1,,,,1
RM_WY_002Eastern Counties,3,,1,0,3,,,1,1,,,,,1
RM_WY_002MBF_Snowy,3,,1,1,2,,,1,1,,,,,
RM_WY_002North Counties,3,1,2,1,7,,,2,2,1,,,,
RM_WY_002North Casper,3,0,1,1,4,,,2,2,1,,,,
NW_OR_003Wilderness,3,0,3,0,2,,,2,1,,2,4,,0
NW_OR_003FS Protection,3,0,2,0,3,,,2,1,,2,4,,0
NW_OR_003ODF Protection,3,0,2,1,4,0,0,0,2,0,0,0,0,0
NW_OR_003Private/WUI,3,2,3,2,5,,,2,2,,,,,0
CA_CA_014BDF Wilderness FMU,3,3,4,,6,,,2,4,,,,,
CA_CA_014BIA Suppression FMU,3,3,4,1,11,1,,2,4,,,,,3
CA_CA_014BDF Suppression FMU,3,3,4,1,11,1,,2,4,,,,,3
CA_CA_014BLM CDD FMU's,3,3,4,1,11,1,,2,4,,,,,3
CA_CA_014BDF Threat FMU,3,,2,,6,,,,,,,,,
CA_CA_009OVICC 4,3,3,3,0,5,,,2,1,1,,,,2
CA_CA_004NPS WUI,3,2,2,0,6,0,0,1,1,0,0,0,0,2
CA_CA_004Wilderness,3,2,3,0,5,0,0,3,2,0,2,8,0,0
CA_CA_004Non DPA,3,2,2,1,8,0,0,2,2,0,0,0,0,2
CA_CA_004USFS,3,2,2,1,6,0,0,2,1,0,0,0,0,2
CA_CA_010BLM West Valley,3,3,3,2,5,,,4,4,1,,,,4
CA_CA_010Wilderness,3,2,4,,5,,,3,3,1,,,,2
CA_CA_010WUI,3,3,4,2,5,,,4,4,1,,,,3
CA_CA_010Island,3,2,5,,1,,,5,5,,,,,
CA_CA_012ANF Mutual Aid Resp,3,2,7,2,20,0,0,0,2,,,,,3
CA_CA_012Standard ANF Resp,3,2,5,1,15,0,0,1,2,,,,,3
CA_CA_012ANF Response Wilder,3,2,5,0,10,0,0,1,2,,,,,0
GB_ID_002Non WUI Non Timber,3,1,1,1,4,,,3,2,,1,3,,1
GB_ID_002WUI Timber,3,1,1,2,5,,,4,3,,1,2,,1
GB_ID_002Non-WUI timber,3,1,1,1,4,,,3,2,,1,3,,1
GB_ID_002WFU logic,3,,1,,3,,,4,2,,1,2,,
GB_ID_002WUI Non-Timber,3,1,1,2,5,,,4,3,,1,2,,1
GB_ID_003WFU,3,,1,,1,,,8,2,,3,30,,
GB_ID_003Desert/Range,3,1,1,,2,,,8,2,1,1,8,,
GB_ID_003Mountain,3,1,2,,2,,,8,2,1,1,8,,
GB_NV_001Pine Forest S. East,3,1,1,1,5,,,,,2,1,4,,2
GB_NV_001I-80,3,2,2,1,6,,,,,2,1,4,,2
GB_NV_001Elliott Wrencing,3,2,2,1,8,,,,,2,1,4,,2
GB_NV_003Mt Rose Wilderness,3,0,2,,2,,,2,1,0,0,0,,
