changes,resource name,resource type,staffing,shift start time,shift end time,start day,end day,season start day,season end day,dipatch location,% avail,daily cost,hourly cost,water volume (gal),severity resource,full time employees (FTE),number of positions,annual costs,vehicle costs,fpu,fixed location,borrowable,agency,If HELI attached Helicopter,Question/Comments
,TXS-D1 Livingst,DZR3,1,800,1700,1,7,1,365,TXS-Livingston,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-D1 Lufkin,DZR3,1,800,1700,1,7,1,365,TXS-Lufkin (South First St.),100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-D1 Nacogdoc,DZR3,1,800,1700,1,7,1,365,TXS-Nacogdoches,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-D1 Palestin,DZR3,1,800,1700,1,7,1,365,TXS-Palestine,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-D1 San Aug,DZR3,1,800,1700,1,7,1,365,TXS-San Augustine,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-D1 Woodvill,DZR3,1,800,1700,1,7,1,365,TXS-Woodville,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Carthage,EN56,2,800,1700,1,7,1,365,TXS-Carthage,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Conroe,EN56,2,800,1700,1,7,1,365,TXS-Conroe,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Crockett,EN56,2,800,1700,1,7,1,365,TXS-Crockett,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Henderso,EN56,2,800,1700,1,7,1,365,TXS-Henderson,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Huntsvil,EN56,2,800,1700,1,7,1,365,TXS-Huntsville,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Jacksonv,EN56,2,800,1700,1,7,1,365,TXS-Jacksonville,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Jasper,EN56,2,800,1700,1,7,1,365,TXS-Jasper,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Kirbyvil,EN56,2,800,1700,1,7,1,365,TXS-Kirbyville,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Kountze,EN56,2,800,1700,1,7,1,365,TXS-Kountze,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Livingst,EN56,2,800,1700,1,7,1,365,TXS-Livingston,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Lufkin,EN56,2,800,1700,1,7,1,365,TXS-Lufkin (South First St.),100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Nacogdoc,EN56,2,800,1700,1,7,1,365,TXS-Nacogdoches,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Paletine,EN56,2,800,1700,1,7,1,365,TXS-Palestine,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 San Aug,EN56,2,800,1700,1,7,1,365,TXS-San Augustine,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-E1 Woodvill,EN56,2,800,1700,1,7,1,365,TXS-Woodville,100,0,0,300,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-SEAT 1,SEAT,1,800,1700,1,7,1,365,TXS-Angelina County Airport,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positions are not ? staffing.  Changed 500 to 0 gallons as system defaults to 800.
,TXS-SEAT 2,SEAT,1,800,1700,1,7,1,365,TXS-Easterwood Airport (CS),100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positions are not ? staffing.  Changed 500 to 0 gallons as system defaults to 800.
,TXS-SEAT 3,SEAT,1,800,1700,1,7,1,365,TXS-Lakeway Airpark (Austin),100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positions are not ? staffing.  Changed 500 to 0 gallons as system defaults to 800.
,TXS-WT1 Carthag,WT,1,800,1700,1,7,1,365,TXS-Carthage,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-WT1 Conroe,WT,1,800,1700,1,7,1,365,TXS-Conroe,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-WT1 Crocket,WT,1,800,1700,1,7,1,365,TXS-Crockett,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-WT1 Henders,WT,1,800,1700,1,7,1,365,TXS-Henderson,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-WT1 Huntsv,WT,1,800,1700,1,7,1,365,TXS-Huntsville,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-WT1 Livings,WT,1,800,1700,1,7,1,365,TXS-Livingston,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-WT1 Lufkin,WT,1,800,1700,1,7,1,365,TXS-Lufkin (South First St.),100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-WT1 Nacogdo,WT,1,800,1700,1,7,1,365,TXS-Nacogdoches,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,TXS-WT1 Woodvil,WT,1,800,1700,1,7,1,365,TXS-Woodville,100,0,0,0,n,0,0,0,0,SA_TX_003,0,1,STATE/LOCAL,,Positons are not ? staffing
,ENG-T7,EN70,2,800,1700,1,7,1,365,McFaddin Dispatch,100,0,0,150,n,0,2,7000,0,SA_TX_004,0,1,FWS,,
,ENG-T7-AHR,EN70,2,800,1700,1,7,1,365,Anahuac Dispatch,100,0,0,150,n,0,2,7000,0,SA_TX_004,0,1,FWS,,
,MB-T6,EN56,3,800,1700,1,7,1,365,McFaddin Dispatch,100,0,0,250,n,0,3,7000,0,SA_TX_004,0,1,FWS,,
,MB-T6-AHR,EN56,3,800,1700,1,7,1,365,Anahuac Dispatch,100,0,0,250,n,0,3,7000,0,SA_TX_004,0,1,FWS,,
,SA_LA_SBR_BR,FRBT,2,800,1700,2,6,1,365,Cameron Dispatch,80,0,0,0,n,0.5,2,21700,0,SA_TX_004,0,1,FWS,,
,SA_LA_SBR_BR_ab,FBDZ,2,800,1700,1,7,1,365,Cameron Dispatch,80,0,0,0,n,0.5,2,21700,0,SA_TX_004,0,1,FWS,,
,SA_LA_SBR_E461,EN56,2,800,1700,2,6,1,365,Cameron Dispatch,90,0,0,250,n,1,2,48300,0,SA_TX_004,0,1,FWS,,
,SA_LA_SBR_E462,EN56,2,800,1700,2,6,1,365,Cameron Dispatch,80,0,0,250,n,1,2,38500,0,SA_TX_004,0,1,FWS,,
,SA_TX_BRR_E463,EN56,2,800,1700,2,6,1,365,Brazoria Dispatch,80,0,0,150,n,0,0,24500,0,SA_TX_004,0,1,FWS,,Positons are not ? staffing
,SA_TX_BRR_R4,EN56,2,800,1700,2,6,1,365,Brazoria Dispatch,100,0,0,150,n,0,2,22500,0,SA_TX_004,0,1,FWS,,
,SA_TX_BRR_RG1,EN56,2,800,1700,2,6,1,365,Brazoria Dispatch,80,0,0,150,n,0,2,40000,0,SA_TX_004,0,1,FWS,,
,SA_TX_SNB_E462,EN56,2,800,1700,2,6,1,365,San Bernard Dispatch,100,0,0,350,n,0,2,38587,0,SA_TX_004,0,1,FWS,,
,SA_TX_SNB_MMII,EN56,2,700,1600,2,6,1,31,San Bernard Dispatch,100,0,0,150,n,0,2,28500,0,SA_TX_004,0,1,FWS,,
,SA_TX_SNR_R1,EN56,2,800,1700,2,6,1,365,San Bernard Dispatch,100,0,0,350,n,0,2,19913,0,SA_TX_004,0,1,FWS,,
,TX_AHR_AB_001,FRBT,3,800,1700,1,7,1,365,Anahuac Dispatch,100,0,0,0,n,0,3,3500,0,SA_TX_004,0,1,FWS,,
,TX_AHR_AB_001ab,FBDZ,3,800,1700,1,7,1,365,Anahuac Dispatch,100,0,0,0,n,0,3,3500,0,SA_TX_004,0,1,FWS,,
,TX_AHR_E6_001,EN56,2,800,1700,1,7,1,365,Anahuac Dispatch,100,0,0,350,n,2,3,120000,0,SA_TX_004,0,1,FWS,,
,TX_MCR_AB_001,FRBT,4,800,1700,1,7,1,365,McFaddin Dispatch,100,0,0,0,n,0,4,3500,0,SA_TX_004,0,1,FWS,,
,TX_MCR_AB_001ab,FBDZ,3,800,1700,1,7,1,365,McFaddin Dispatch,100,0,0,0,n,0,3,3500,0,SA_TX_004,0,1,FWS,,
,TX_MCR_E6_001,EN56,3,800,1700,1,7,1,365,McFaddin Dispatch,100,0,0,350,n,3,3,160000,0,SA_TX_004,0,1,FWS,,
,2540,EN34,3,700,1630,2,6,1,365,Aransas dispatch,10,0,0,750,n,0,3,21000,0,SA_TX_005,0,1,FWS,,
,3061,EN56,2,700,1630,2,6,1,365,Aransas dispatch,100,0,0,250,n,0.4,2,50000,0,SA_TX_005,0,1,FWS,,
,3062,EN56,2,700,1630,2,6,1,365,Aransas dispatch,100,0,0,250,n,0.4,2,50000,0,SA_TX_005,0,1,FWS,,
,3141,EN34,3,700,1630,2,6,1,365,Matagorda Island Dispatch,100,0,0,800,n,0,3,7450,0,SA_TX_005,0,1,FWS,,
,BUGGY,EN56,3,700,1630,1,7,1,365,Aransas dispatch,100,0,0,300,n,0,3,0,0,SA_TX_005,0,1,FWS,,
,D-1,DZR2,1,700,1630,2,6,1,365,Aransas dispatch,75,0,0,0,n,0,1,0,0,SA_TX_005,0,1,FWS,,
,STRC 2132m,EN34,3,800,1700,1,7,1,365,Mission,50,0,0,500,n,3,3,135000,0,SA_TX_005,0,1,FWS,,
,STRC Falcon,EN34,3,1200,2030,2,6,1,365,Falcon,100,0,0,850,n,3,3,130000,0,SA_TX_005,0,1,FWS,,
,STRC Laguna,EN34,3,800,1730,2,6,1,365,Laguna,100,0,0,850,n,3,3,130000,0,SA_TX_005,0,1,FWS,,
,STRC Palmview,EN34,3,800,1630,2,6,1,365,Palmview,100,0,0,850,n,3,3,140696,0,SA_TX_005,0,1,FWS,,
,STRC Santa Ana,EN56,3,800,1700,2,6,1,365,Santa Ana,100,0,0,280,n,3,3,130000,0,SA_TX_005,0,1,FWS,,
,T-1,TP12,1,700,1630,2,6,1,365,Aransas dispatch,75,0,0,0,n,0,1,0,0,SA_TX_005,0,1,FWS,,
,TX-SRR,DZR2,1,800,1630,2,6,1,365,Santa Ana,100,0,0,0,n,0,1,5000,0,SA_TX_005,0,1,FWS,,
,TXSRRD,DZR2,1,800,1630,2,6,1,365,Laguna,100,0,0,0,n,0,1,5000,0,SA_TX_005,0,1,FWS,,
,PIAS,EN56,2,800,1700,2,6,1,365,Padre Island National Seashore,0,0,0,200,n,0,0,0,0,SA_TX_005,0,1,NPS,,Why list resource if having 0% availability?  Positons are not ? staffing
,VA-JCC_C1,CRW,20,800,1700,1,7,1,365,Flatwoods JC Center,75,0,0,0,n,0,20,4800,0,SA_VA_001,0,1,FS,,
,VA_VAF_C8_Mod,CRW,10,900,1800,2,6,288,349,Augusta Springs IHC Base,100,0,0,0,n,0,10,0,0,SA_VA_001,0,1,FS,,
,VA_VAF_D21,DZR3,1,800,1700,2,6,1,365,Sugar Grove Work Center,50,0,0,0,n,0.1,1,15600,0,SA_VA_001,0,1,FS,,
,VA_VAF_D31,DZR3,1,800,1700,2,6,1,365,Warm Springs Office/WC,50,0,0,0,n,0.1,1,15600,0,SA_VA_001,0,1,FS,,
,VA_VAF_D32,DZR3,1,800,1700,2,6,1,365,Buena Vista Work Center,50,0,0,0,n,0.1,1,15600,0,SA_VA_001,0,1,FS,,
,VA_VAF_D41,DZR3,1,800,1700,2,6,1,365,North River Work Center,50,0,0,0,n,0.1,1,15600,0,SA_VA_001,0,1,FS,,
,VA_VAF_E11,EN56,2,900,1800,1,7,1,365,Clinch District Office,95,0,0,250,n,0.7,2,69900,0,SA_VA_001,0,1,FS,,
,VA_VAF_E21,EN56,2,900,1800,2,6,1,365,New Castle Work Center,95,0,0,250,n,0.7,2,69900,0,SA_VA_001,0,1,FS,,
,VA_VAF_E22,EN56,2,900,1800,2,6,1,365,Sugar Grove Work Center,95,0,0,250,n,0.7,2,69900,0,SA_VA_001,0,1,FS,,
,VA_VAF_E31,EN56,2,900,1800,2,6,1,365,Warm Springs Office/WC,95,0,0,250,n,0.7,2,69900,0,SA_VA_001,0,1,FS,,
,VA_VAF_E32,EN56,2,900,1800,2,6,1,365,Buena Vista Work Center,95,0,0,250,n,0.35,2,69900,0,SA_VA_001,0,1,FS,,
,VA_VAF_E33,EN56,2,900,1800,2,6,1,365,Buena Vista Work Center,50,0,0,150,n,0,2,12000,0,SA_VA_001,0,1,FS,,
,VA_VAF_E41,EN56,2,900,1800,2,6,1,365,Lee Work Center,95,0,0,250,n,0.35,2,69900,0,SA_VA_001,0,1,FS,,
,VA_VAF_E42,EN56,2,900,1800,2,6,1,365,North River Work Center,95,0,0,250,n,0.7,2,69900,0,SA_VA_001,0,1,FS,,
,VA_VAF_H1,HEL3,3,1000,1900,1,7,79,125,Weyers Cave Helibase,100,0,0,0,n,0.3,3,111855,0,SA_VA_001,0,1,FS,n/a,47 day contract.  HEL does not have an attached HELI
,VA_VAF_H2,HEL3,3,1000,1900,1,7,69,125,Abingdon Helibase,100,0,0,0,n,0.4,3,168200,0,SA_VA_001,0,1,FS,n/a,57 day contract.  HEL does not have an attached HELI
,DC_ANP_E1,EN56,2,800,1700,2,6,1,365,Antietam,75,0,0,200,n,0,2,0,0,SA_VA_001,0,1,NPS,,
,VA_BRP_E01,EN56,2,800,1700,2,6,1,365,Peaks of Otter Station,75,0,0,290,n,0.5,2,13870,0,SA_VA_001,0,1,NPS,,
,VA_FSP_E01,EN56,2,900,1800,2,6,1,365,Chancellorsville VC,75,0,0,250,n,0,2,0,0,SA_VA_001,0,1,NPS,,
,VA_PWP_E1,EN56,2,800,1700,2,6,1,365,Prince William Park,75,0,0,200,n,0,2,0,0,SA_VA_001,0,1,NPS,,
,VA_RIP_E01,EN56,2,900,1800,2,6,1,365,Richmond NBP,75,0,0,250,n,0,2,0,0,SA_VA_001,0,1,NPS,,
,VA_SHP_E21,EN56,3,800,1700,2,6,1,365,Shenandoah - Big Meadows,50,0,0,350,n,0,3,811,0,SA_VA_001,0,1,NPS,,
,VA_SHP_E41,EN56,3,800,1700,2,6,1,365,Shenandoah - HQ,95,0,0,320,n,1,3,99000,0,SA_VA_001,0,1,NPS,,
,E30,EN56,2,800,1700,1,7,2,284,San Carlos Engine Shop,100,0,0,200,n,1.5,3,40852,0,SW_AZ_001,0,1,BIA,,
,E47,EN34,2,800,1700,2,6,2,284,San Carlos Engine Shop,75,0,0,750,n,1,2,30000,0,SW_AZ_001,0,1,BIA,,
,E48,EN56,2,1000,1900,2,6,2,284,San Carlos Engine Shop,100,0,0,300,n,1,2,49318,0,SW_AZ_001,0,1,BIA,,
,E49,EN34,2,800,1700,2,6,2,284,San Carlos Engine Shop,75,0,0,750,n,1.5,3,44064,0,SW_AZ_001,0,1,BIA,,
,WT1-T2,WT,1,800,1700,1,7,1,365,San Carlos Engine Shop,70,0,0,0,n,0.5,1,8500,0,SW_AZ_001,0,1,BIA,,
,WT2-T2,WT,1,800,1700,2,6,2,284,San Carlos Engine Shop,40,0,0,0,n,0.5,1,8500,0,SW_AZ_001,0,1,BIA,,
,Yellow,DZR3,2,800,1700,1,7,1,365,San Carlos Engine Shop,100,0,0,0,n,2,2,73895,0,SW_AZ_001,0,1,BIA,,
,E-4437,EN34,4,800,1700,1,7,2,284,Sierra Vista BLM Engine Base,100,0,0,500,n,3.42,7,178882,0,SW_AZ_001,0,1,BLM,,
,E-4464,EN56,2,800,1700,2,6,2,284,Safford BLM District Office,100,0,0,300,n,0.91,2,51955,0,SW_AZ_001,0,1,BLM,,
,E-4465,EN56,2,800,1700,3,7,2,284,Safford BLM District Office,100,0,0,300,n,1.17,3,65798,0,SW_AZ_001,0,1,BLM,,
,SW-SAD-T1,SEAT,1,800,1700,1,7,105,196,Safford Airport-BLM SEAT Base,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,BLM,,Positions are not ? staffing
,SW-SAD-T2,SEAT,1,800,1700,1,7,105,196,Safford Airport-BLM SEAT Base,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,BLM,,Positions are not ? staffing
YES,Crew 5-1,CRW,10,800,1700,1,7,91,273,Douglas District Office,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,,Crew 5-1 is identified as Crew 51FS in source data.  Need to update DL.  DL likely not in FPA's DL list for this FPU. Positons are not ? staffing.
YES,Crew 5-2,CRW,10,800,1700,1,7,91,273,Nogales District Office,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,,Crew 5-2 is identified as Crew 21 in source data.  Positons are not ? staffing.
YES,Douglas_Heli1,HELI,3,900,1800,1,7,91,240,Douglas International Airport,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,H-73H,"HELI 150 days, attached HEL 150 days.  Positions are not ? staffing; no cost shown in updated information"
YES,Douglas_Heli2,HELI,2,900,1800,1,7,91,240,Douglas International Airport,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,H-73H,"HELI 150 days, attached HEL 150 days.  Positions are not ? staffing; no cost shown in updated information"
YES,Douglas_Heli3,HELI,2,900,1800,1,7,91,240,Douglas International Airport,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,H-73H,"HELI 150 days, attached HEL 150 days.  Positions are not ? staffing; no cost shown in updated information"
YES,E5-33,EN56,3,800,1700,1,7,2,284,Canelo Administrative Site,100,0,0,300,n,0,0,0,0,SW_AZ_001,0,1,FS,,E5-33 is identified as E-33 in source data.  Positions are not ? staffing
YES,E5-34,EN56,3,800,1700,1,7,2,284,Sierra Vista District Office,100,0,0,300,n,0,0,0,0,SW_AZ_001,0,1,FS,,E5-34 is identified as E-34 in source data.  Positions are not ? staffing
YES,E5-35,EN34,5,800,1700,1,7,1,365,Sierra Vista District Office,100,0,0,600,n,0,0,0,0,SW_AZ_001,0,1,FS,,E5-35 is identified as E-35 in source data
YES,E5-51,EN34,5,800,1700,1,7,1,365,Santa Catalina District Office,100,0,0,600,n,0,0,0,0,SW_AZ_001,0,1,FS,,E5-51 is identified as E-51 in source data
YES,H-73H,HEL2,1,900,1800,1,7,91,240,Douglas International Airport,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,n/a,Contracted 150 days.  H73H (HEL2) is identified as H-318 (HEL3) in source data; no cost shown in updated information
YES,H-1HQ,HEL3,1,900,1800,1,7,93,192,Tucson Helibase,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,n/a,Contracted 100 days.  H-1HQ (HEL3) is identified as H-320 (HEL3) in source data; no cost shown in updated information
YES,Tucson_Heli1,HELI,2,900,1800,1,7,93,192,Tucson Helibase,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,H-1HQ,"HELI 100 days, attached HEL 100 days.  Positions are not ? staffing; no cost shown in updated information"
YES,Tucson_Heli2,HELI,2,900,1800,1,7,93,192,Tucson Helibase,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,H-1HQ,"HELI 100 days, attached HEL 100 days.  Positions are not ? staffing; no cost shown in updated information"
YES,Tucson_Heli3,HELI,3,900,1800,1,7,93,192,Tucson Helibase,100,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,FS,H-1HQ,"HELI 100 days, attached HEL 100 days.  Positions are not ? staffing; no cost shown in updated information"
,E-3061,EN56,2,800,1700,2,6,1,365,Buenos Aires,25,0,0,300,n,0,0,10000,0,SW_AZ_001,0,1,FWS,,Positions are not ? staffing
,E1,EN34,3,800,1700,2,6,1,365,Buenos Aires,100,0,0,800,n,2.5,3,140000,0,SW_AZ_001,0,1,FWS,,
,E2,EN34,3,800,1700,4,1,1,365,Buenos Aires,100,0,0,800,n,2.5,3,140000,0,SW_AZ_001,0,1,FWS,,
,Eng-1,EN56,2,800,1700,1,7,1,365,San Bernarnido,100,0,0,300,n,0,0,5000,0,SW_AZ_001,0,1,FWS,,Positions are not ? staffing
,T1,WT,1,800,1700,1,7,1,365,Buenos Aires,100,0,0,0,n,0,1,10000,0,SW_AZ_001,0,1,FWS,,
,Crew 51NPS,CRW,2,800,1700,1,7,2,294,Santa Catalina District Office,100,0,0,0,n,1.05,2,38271,0,SW_AZ_001,0,1,NPS,,
,E 6-1,EN56,2,800,1700,1,7,1,365,ChiricahuaNM,100,0,0,300,n,0.84,2,30492,0,SW_AZ_001,0,1,NPS,,
,E-6-2,EN56,2,800,1700,1,7,2,284,ChiricahuaNM,50,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,NPS,,Positions are not ? staffing
,Benson T6,EN56,2,800,1700,1,7,1,365,Sierra Vista District Office,75,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Benson WT,WT,1,800,1700,1,7,1,365,Sierra Vista District Office,75,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Golder T6,EN56,2,800,1700,1,7,1,365,Santa Catalina District Office,95,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Golder WT,WT,1,800,1700,1,7,1,365,Santa Catalina District Office,95,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Green T6,EN56,2,800,1700,1,7,1,365,Nogales District Office,95,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Green WT,WT,1,800,1700,1,7,1,365,Nogales District Office,95,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Hereford T6,EN56,2,800,1700,1,7,1,365,Sierra Vista District Office,75,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Hereford Tender,WT,1,800,1700,1,7,1,365,Sierra Vista District Office,75,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,N/W Fire T6,EN34,3,800,1700,1,7,1,365,Santa Catalina District Office,95,0,0,500,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,N/W Fire WT,WT,1,800,1700,1,7,1,365,Santa Catalina District Office,95,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Nogales T6,EN56,2,800,1700,1,7,1,365,Nogales District Office,95,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Nogales WT,WT,1,800,1700,1,7,1,365,Nogales District Office,95,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Palominas,EN56,2,800,1700,1,7,1,365,Sierra Vista District Office,75,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Palominas WT,WT,1,800,1700,1,7,1,365,Sierra Vista District Office,75,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Patagonia T6,EN56,2,800,1700,1,7,1,365,Canelo Administrative Site,75,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Patagonia WT,WT,1,800,1700,1,7,1,365,Canelo Administrative Site,75,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Rincon Valley 6,EN56,2,800,1700,1,7,1,365,Saguaro Helibase,95,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,RinconValleyWT,WT,1,800,1700,1,7,1,365,Saguaro Helibase,95,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Rio Rico T6,EN56,2,800,1700,1,7,1,365,Nogales District Office,95,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Rio Rico WT,WT,1,800,1700,1,7,1,365,Nogales District Office,95,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Rural Metro T6,EN56,2,800,1700,1,7,1,365,Santa Catalina District Office,95,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Rural Metro WT,WT,1,800,1700,1,7,1,365,Santa Catalina District Office,95,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Sonoita T6,EN56,2,800,1700,1,7,1,365,Canelo Administrative Site,50,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Tubac Fire,EN56,2,800,1700,1,7,1,365,Nogales District Office,95,0,0,250,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,Tubac WT,WT,1,800,1700,1,7,1,365,Nogales District Office,95,0,0,0,n,0,0,0,0,SW_AZ_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,E-231,EN34,5,900,1800,1,7,1,365,Weaver MT Fire Station,100,0,0,500,n,3.5,5,85000,0,SW_AZ_002,0,1,BLM,,
,E-232,EN34,5,900,1800,1,7,1,365,Kingman Field Office,100,0,0,500,n,3.5,5,85000,0,SW_AZ_002,0,1,BLM,,
,E-263,EN56,4,900,1800,1,7,1,365,Kingman Field Office,100,0,0,300,n,3,4,85000,0,SW_AZ_002,0,1,BLM,,
,E-265,EN56,4,900,1800,1,7,1,365,Phoenix Field Office,100,0,0,300,n,2.5,4,85000,0,SW_AZ_002,0,1,BLM,,
,E-367,EN56,7,900,1800,1,7,1,365,Kingman Field Office,100,0,0,300,n,4.5,7,0,0,SW_AZ_002,0,1,BLM,,
,H-PHD,HEL3,1,900,1800,1,7,121,212,Weaver MT Fire Station,100,0,0,0,n,1,1,0,0,SW_AZ_002,0,1,BLM,n/a,Contracted 92 days
,Weaver 1,HELI,4,800,1700,1,7,1,365,Weaver MT Fire Station,100,0,0,0,n,3.5,4,250000,0,SW_AZ_002,0,1,BLM,H-PHD,"HELI 365 days, attached HEL 92 days"
,Weaver 2,HELI,5,800,1700,1,7,105,273,Weaver MT Fire Station,100,0,0,0,n,2.5,5,71000,0,SW_AZ_002,0,1,BLM,H-PHD,"HELI 169 days, attached HEL 92 days"
